0,0,0,25,1279,27,12,19
0,0,0,19,0,23,19,14
0,0,26,27,0,22,15,28
0,0,427,20,0,27,25,18
0,0,2130,21,0,24,16,13
0,0,7186,16,0,22,13,22
0,0,15918,21,0,13,21,23
0,0,29874,16,0,16,19,22
0,0,41998,21,0,15,15,12
0,0,51627,20,0,20,17,17
0,0,53402,28,0,24,28,20
0,0,45872,27,0,23,14,18
0,0,37539,25,0,20,24,15
0,0,29126,24,0,12,32,26
0,0,20944,17,0,18,19,19
0,0,14148,26,0,19,18,25
0,0,8846,16,0,12,23,20
0,0,5182,32,0,14,25,19
0,0,2967,16,0,14,12,25
0,0,1471,24,0,13,25,19
0,0,760,19,0,14,19,19
0,0,359,22,0,12,30,25
0,0,168,14,0,8,15,20
0,0,74,24,0,6,26,10
0,0,31,19,0,7,19,27
0,0,12,21,0,5,24,20
0,0,8,28,0,8,23,22
0,0,0,21,0,11,19,21
0,0,3,13,0,14,30,18
0,0,2,22,0,3,18,25
0,0,2,21,0,10,15,24
0,0,0,28,0,9,16,18
0,0,1,16,0,6,13,21
0,0,0,11,0,4,18,14
0,0,0,25,0,6,21,25
0,0,0,30,0,5,27,23
0,0,0,25,0,9,32,24
0,0,0,25,0,6,30,20
0,0,0,21,0,6,26,21
0,0,0,18,0,4,26,22
0,0,0,26,0,2,13,24
0,0,0,21,0,5,25,15
0,0,0,28,0,3,19,21
0,0,0,24,0,2,22,18
0,0,0,26,0,2,28,27
0,0,0,23,0,3,20,18
0,0,0,25,0,0,26,19
0,0,0,20,0,1,26,25
0,0,0,17,0,1,25,19
0,0,0,29,0,3,33,23
0,0,0,21,0,5,16,27
0,0,0,25,0,5,21,14
0,0,0,25,0,2,17,14
0,0,0,19,0,2,13,15
0,0,0,18,0,1,16,14
0,0,0,18,0,4,25,15
0,0,0,16,0,6,23,15
0,0,0,14,0,6,15,24
0,0,0,24,0,6,21,16
0,0,0,16,0,1,14,19
0,0,0,16,0,7,15,21
0,0,0,23,0,5,21,21
0,0,0,22,0,7,15,8
0,0,0,22,0,10,21,18
0,0,0,19,0,7,9,20
0,0,0,19,0,8,18,26
0,0,0,24,0,5,27,24
0,0,0,21,0,10,12,16
0,0,0,19,0,12,27,17
0,0,0,23,0,9,19,19
0,0,0,29,0,7,17,17
0,0,0,17,0,6,24,26
0,0,0,11,0,15,18,26
0,0,0,30,0,7,23,21
0,0,0,18,0,13,16,16
0,0,0,19,0,5,16,17
0,0,0,22,0,7,17,24
0,0,0,18,0,8,14,28
0,0,0,16,0,12,24,24
0,0,0,17,0,12,22,24
0,0,0,13,0,12,27,14
0,0,0,22,0,12,25,22
0,0,0,20,0,18,16,19
0,0,0,21,0,9,25,12
0,0,0,18,0,16,23,19
0,0,0,25,0,18,14,24
0,0,0,25,0,14,24,18
0,0,0,23,0,17,14,24
0,0,0,24,0,27,28,22
0,0,0,24,0,15,18,26
0,0,0,19,0,17,22,24
0,0,0,23,0,11,19,19
0,0,0,18,0,11,18,15
0,0,0,21,0,20,16,16
0,0,0,20,0,20,24,20
0,0,0,20,0,23,22,19
0,0,0,19,0,16,24,21
1,1,0,16,0,17,24,17
1,1,0,21,0,18,21,15
1,1,0,28,0,23,17,28
1,1,0,22,0,16,25,26
1,1,0,20,0,20,25,29
1,1,0,22,0,19,17,25
1,1,0,16,0,18,26,19
1,1,0,20,0,15,18,17
1,1,0,16,0,15,19,23
1,1,0,16,0,25,17,13
1,1,0,28,0,17,25,16
1,1,0,24,0,14,26,15
1,1,0,16,0,13,20,21
1,1,0,17,0,16,19,29
1,1,0,23,0,13,14,19
1,1,0,29,0,19,23,20
1,1,0,18,0,14,16,16
1,1,0,18,0,11,21,12
1,1,0,21,0,12,29,23
1,1,0,16,0,21,33,16
1,1,0,15,0,17,15,21
1,1,0,16,0,13,18,21
1,1,0,18,0,12,23,21
1,1,0,19,0,13,12,21
1,1,0,17,0,11,20,20
1,1,0,23,0,10,28,19
0,0,0,19,0,12,28,24
0,0,0,10,0,10,16,23
0,0,0,18,0,6,19,17
0,0,0,29,0,9,23,14
0,0,0,18,0,7,18,17
0,0,0,29,0,11,26,16
0,0,0,21,0,10,20,21
0,0,0,17,0,13,16,14
0,0,0,23,0,6,19,18
0,0,0,22,0,4,28,20
0,0,0,22,0,8,20,19
0,0,0,26,0,5,18,19
0,0,0,20,0,6,16,21
0,0,0,20,0,8,21,19
0,0,0,23,0,8,25,19
0,0,0,22,0,5,26,22
0,0,0,25,0,4,15,23
0,0,0,18,0,6,18,26
0,0,0,21,0,4,26,26
0,0,0,22,0,6,11,20
0,0,0,18,0,8,30,21
0,0,0,16,0,4,24,15
0,0,0,12,0,6,20,12
0,0,0,21,0,2,19,27
0,0,0,28,0,2,29,21
0,0,0,17,0,3,26,25
0,0,0,16,0,3,20,20
0,0,0,21,0,2,19,15
0,0,0,22,0,4,21,22
0,0,0,19,0,4,14,24
0,0,0,20,0,7,25,18
0,0,0,17,0,2,29,22
0,0,0,16,0,3,22,27
0,0,0,21,0,1,20,24
0,0,0,23,0,4,19,13
0,0,0,23,0,4,22,16
0,0,0,16,0,5,21,22
0,0,0,15,0,2,21,20
0,0,0,18,0,2,17,20
0,0,0,16,0,3,13,13
0,0,0,23,0,2,14,21
0,0,0,25,0,4,19,26
0,0,0,23,0,1,19,21
0,0,0,20,0,3,19,9
0,0,0,17,0,3,11,21
0,0,0,21,0,3,18,26
0,0,0,22,0,1,24,19
0,0,0,22,0,2,21,21
0,0,0,22,0,2,23,24
